Code,Name,Type,DrainArea,SubBasin,City,State,Responsib,Operator,Latitude,Longitude,Altitude,River,StartDate,EndDate,Status,Origem,IsStudy
17381000,ALTA FLORESTA,1,81823.0,17,ALTA FLORESTA,MATO GROSSO,SEMA-MT,SEMA-MT,-9.6392,-56.0144,225.0,RIO TELES PIRES (OU SÃO MANUEL),,,Ativo,RHN,0
17420000,TRÊS MARIAS,1,138000.0,17,ARIPUANÃ,MATO GROSSO,ANA,VLF,-7.6147,-57.9503,129.0,RIO TELES PIRES (OU SÃO MANUEL),1975-11-01,,Ativo,RHN,0
17430000,BARRA DO SÃO MANUEL,1,333000.0,17,BORBA,AMAZONAS,ANA,VLF,-7.3397,-58.1553,,RIO TAPAJÓS,1975-10-01,,Ativo,RHN,0
17680000,JAMANXIM,1,40200.0,17,ITAITUBA,PARÁ,ANA,VLF,-5.4556,-55.87,,RIO JAMANXIM,1985-09-01,,Ativo,RHN,0
17710000,BUBURÉ,1,450000.0,17,ITAITUBA,PARÁ,ANA,VLF,-4.6156,-56.325,,RIO TAPAJÓS,1995-06-01,,Ativo,RHN,0
17730000,ITAITUBA,1,458000.0,17,ITAITUBA,PARÁ,ANA,VLF,-4.2756,-55.9822,,RIO TAPAJÓS,1968-02-01,,Ativo,RHN,0
17730001,ITAITUBA,1,,17,ITAITUBA,PARÁ,DNIT,DNIT,-4.2758,-55.9817,,RIO TAPAJÓS,2024-10-01,,Ativo,RHN,0
17835400,AVEIRO,1,492000.0,17,AVEIRO,PARÁ,DNIT,DNIT,-3.6042,-55.3322,,RIO TAPAJÓS,2021-06-01,,Ativo,RHN,0
17835600,FORDLÂNDIA,1,492000.0,17,AVEIRO,PARÁ,DNIT,DNIT,-3.8314,-55.5003,,RIO TAPAJÓS,2021-06-01,,Ativo,RHN,0
17835700,PAU DA LETRA,1,,17,SANTARÉM,PARÁ,DNIT,DNIT,-3.0989,-55.2322,,RIO TAPAJÓS,2024-10-01,,Ativo,RHN,0
17899997,SANTARÉM,1,,17,SANTARÉM,PARÁ,DNIT,DNIT,-2.4139,-54.7383,,RIO TAPAJÓS,2024-10-01,,Ativo,RHN,0
18390000,ALMEIRIM,1,5460000.0,18,ALMEIRIM,PARÁ,ANA,SGB-CPRM,-1.5328,-52.5769,,RIO SOLIMÕES-AMAZONAS,2014-03-01,,Ativo,RHN,0
18409000,PASSAGEM DA BR-309,1,706.0,18,PARANATINGA,MATO GROSSO,ANA,SGB-CPRM,-14.6111,-53.9986,570.0,RIO CULUENE,1994-01-01,,Ativo,RHN,0
18415000,POUSADA MATRINXA,1,11600.0,18,CANARANA,MATO GROSSO,ANA,SGB-CPRM,-13.5692,-53.0761,323.0,RIO CULUENE,2000-08-01,,Ativo,RHN,0
18415300,GAÚCHA DO NORTE - RIO CULUENE,1,12900.0,18,GAUCHA DO NORTE,MATO GROSSO,SEMA-MT,SEMA-MT,-13.3947,-53.0419,325.0,RIO CULUENE,,,Ativo,RHN,0
18420000,FAZENDA ITAGUAÇU,1,3840.0,18,PARANATINGA,MATO GROSSO,ANA,SGB-CPRM,-13.1408,-54.4453,317.0,RIO RONURO,1977-04-01,,Ativo,RHN,0
18421000,FOZ RONURO,1,10300.0,18,FELIZ NATAL,MATO GROSSO,ANA,SGB-CPRM,-12.3692,-54.1383,,RIO RONURO,2010-05-01,,Ativo,RHN,0
18421600,PONTE MT 423 RIO AZUL,1,3728.0,18,CLAÚDIA,MATO GROSSO,SEMA-MT,SEMA-MT,-11.4722,-54.9944,,RIO AZUL,2011-08-01,,Ativo,RHN,0
18422000,RIACHO DE DEUS,1,11600.0,18,MARCELÂNDIA,MATO GROSSO,ANA,SGB-CPRM,-11.1272,-54.4767,280.0,RIO MANISSAUA - MIÇU,2004-10-01,,Ativo,RHN,0
18423400,FAZENDA SÃO JUDAS TADEU,1,4201.0,18,CANARANA,MATO GROSSO,SEMA-MT,SEMA-MT,-13.4956,-52.4144,,RIO SETE DE SETEMBRO,,,Ativo,RHN,0
18425200,MT-442,1,2131.0,18,SANTA CARMEM,MATO GROSSO,SEMA-MT,SEMA-MT,-11.9281,-54.999,,RIO TARTARUGA,2011-08-01,,Ativo,RHN,0
18426200,QUERÊNCIA - RIO SUIÁ MIÇÚ,1,1200.0,18,QUERÊNCIA,MATO GROSSO,SEMA-MT,SEMA-MT,-13.1569,-52.1497,317.0,RIO SUIA-MIÇU,,,Ativo,RHN,0
18428000,SANTA CRUZ DO SUIA,1,3510.0,18,QUERÊNCIA,MATO GROSSO,ANA,SGB-CPRM,-12.6219,-52.0589,305.0,RIO SUIA-MIÇU,2004-10-01,,Ativo,RHN,0
18435000,RIO COMANDANTE FONTOURA,1,5430.0,18,SÃO JOSÉ DO XINGU,MATO GROSSO,ANA,SGB-CPRM,-10.5547,-52.1833,259.0,RIO COMANDANTE FONTOURA,1999-10-01,,Ativo,RHN,0
18460000,BOA SORTE,1,210000.0,18,SÃO FÉLIX DO XINGU,PARÁ,ANA,SGB-CPRM,-6.7358,-51.9953,,RIO XINGU,1977-01-01,2020-03-01,Ativo,RHN,0
18480000,FAZENDA RIO DOURADO,1,6860.0,18,CUMARU DO NORTE,PARÁ,ANA,SGB-CPRM,-8.3269,-51.4603,,RIO FRESCO,1999-08-01,,Ativo,RHN,0
18500000,BOA ESPERANÇA,1,42400.0,18,SÃO FÉLIX DO XINGU,PARÁ,ANA,SGB-CPRM,-6.7453,-51.7736,,RIO FRESCO,1975-11-01,,Ativo,RHN,0
18590000,MANOEL JORGE  (TERRA PRETA),1,56900.0,18,ALTAMIRA,PARÁ,ANA,SGB-CPRM,-6.1872,-54.0836,,RIO IRIRI,1999-09-01,,Ativo,RHN,0
18600000,LARANJEIRAS,1,58700.0,18,ALTAMIRA,PARÁ,ANA,SGB-CPRM,-5.6967,-54.2456,,RIO IRIRI,1975-11-01,2022-04-01,Ativo,RHN,0
18650000,CAJUEIRO,1,35600.0,18,ALTAMIRA,PARÁ,ANA,SGB-CPRM,-5.65,-54.5208,,RIO CURUÁ,1975-11-01,,Ativo,RHN,0
18700000,PEDRA DO Ó,1,122000.0,18,ALTAMIRA,PARÁ,ANA,SGB-CPRM,-4.5278,-54.0125,,RIO IRIRI,1976-09-01,2003-05-01,Ativo,RHN,0
18850000,ALTAMIRA,1,448000.0,18,ALTAMIRA,PARÁ,ANA,SGB-CPRM,-3.2147,-52.2122,,RIO XINGU,1928-05-01,,Ativo,RHN,0
18880000,FAZENDA CIPAÚBA,1,24700.0,18,ANAPU,PARÁ,ANA,VLF,-3.7314,-51.5675,,RIO BACAJÁ,1977-11-01,,Ativo,RHN,0
18936000,VITÓRIA DO XINGU,1,714.0,18,VITÓRIA DO XINGU,PARÁ,ANA,SGB-CPRM,-2.8819,-52.0114,,RIO TUCURUI,2020-12-01,,Ativo,RHN,0
18938001,SOUZEL,1,486000.0,18,SENADOR JOSÉ PORFIR,PARÁ,ANA,SGB-CPRM,-2.6219,-51.9544,,RIO XINGU,2020-12-01,,Ativo,RHN,0
18950003,PORTO DE MOZ,1,509000.0,18,PORTO DE MOZ,PARÁ,ANA,SGB-CPRM,-1.7531,-52.24,,RIO XINGU,1979-03-01,,Ativo,RHN,0
19152000,LARANJAL DO JARI MONTANTE,1,53000.0,19,LARANJAL DO JARÍ,AMAPÁ,SEMA-AP,SEMA-AP,-0.8236,-52.5239,,RIO JARI,2014-05-01,,Ativo,RHN,0
19152500,LARANJAL DO JARI,1,53100.0,19,LARANJAL DO JARÍ,AMAPÁ,ANA,SGB-CPRM,-0.8569,-52.525,,RIO JARI,2011-07-01,,Ativo,RHN,0
19500000,MACAPÁ,1,5930000.0,19,MACAPÁ,AMAPÁ,ANA,SGB-CPRM,0.0219,-51.0503,,RIO SOLIMÕES-AMAZONAS,1975-12-01,2023-12-01,Ativo,RHN,0
19985000,PACAJÁS,1,2682.0,19,PACAJÁ,PARÁ,ANA,SGB-CPRM,-3.8511,-50.6397,,RIO PACAJÁS,1981-03-01,,Ativo,RHN,0
20001200,CONTAGEM - VC 201,1,139.0,20,BRASÍLIA,DISTRITO FEDERAL,ADASA-DF,ADASA-DF,-15.5008,-47.8542,,RIBEIRÃO DA CONTAGEM,2009-04-01,,Ativo,RHN,0
20001400,PALMA,1,,20,PLANALTINA,GOIÁS,ADASA-DF,ADASA-DF,-15.4875,-48.0458,,RIBEIRÃO DA PALMA,2009-04-01,,Ativo,RHN,0
20096000,PONTE DA DELEGACIA,1,,20,PIRENÓPOLIS,GOIÁS,SEMAD-GO,CIMEHGO,-15.8496,-48.959,789.0,RIO DAS ALMAS,2014-08-01,2014-12-01,Ativo,RHN,0
20100000,JARAGUÁ,1,1970.0,20,JARAGUÁ,GOIÁS,ANA,SGB-CPRM,-15.7242,-49.3219,598.0,RIO DAS ALMAS,1964-11-01,,Ativo,RHN,0
20200000,URUANA,1,3700.0,20,URUANA,GOIÁS,ANA,SGB-CPRM,-15.4961,-49.6908,600.0,RIO URU,1964-12-01,,Ativo,RHN,0
21210000,FAZENDA ESPÍRITO SANTO,1,533.0,21,FORMOSA,GOIÁS,ANA,SGB-CPRM,-15.3222,-47.3817,579.0,RIO PARANÃ,2009-09-01,,Ativo,RHN,0
21220000,FLORES DE GOIÁS,1,7210.0,21,FLORES DE GOIÁS,GOIÁS,ANA,SGB-CPRM,-14.4508,-47.0472,,RIO PARANÃ,1975-06-01,,Ativo,RHN,0
21500000,NOVA ROMA (FAZ.SUCURI),1,22600.0,21,NOVA ROMA,GOIÁS,ANA,SGB-CPRM,-13.7625,-46.8375,,RIO PARANÃ,1970-10-01,,Ativo,RHN,0
21758000,AURORA DO TOCANTINS,1,1633.51,21,AURORA DO TOCANTINS,TOCANTINS,SEMARH-TO,SEMARH-TO,-12.6464,-46.6572,370.0,RIO PALMA,2010-03-01,,Ativo,RHN,0
21768950,TAGUATINGA - RIBEIRÃO DO ABREU,1,,21,TAGUATINGA,TOCANTINS,SEMARH-TO,SEMARH-TO,-12.4125,-46.4069,,RIBEIRÃO DO ABREU,,,Ativo,RHN,0
21800010,BARRA DO RIO PARANÃ,1,,21,PARANÃ,TOCANTINS,SEMARH-TO,SEMARH-TO,-12.6264,-47.8819,,RIO PARANÃ,2024-11-01,,Ativo,RHN,0
21844900,RIO PALMEIRAS - TAIPAS,1,4491.64,21,TAIPAS DO TOCANTINS,TOCANTINS,SEMARH-TO,SEMARH-TO,-12.3233,-46.9439,,RIO PALMEIRAS,2010-03-01,,Ativo,RHN,0
21891000,BARRA DE PALMAS,1,1689.79,21,PARANÃ,TOCANTINS,SEMARH-TO,SEMARH-TO,-12.6033,-47.8614,,RIO PALMA,2014-09-01,,Ativo,RHN,0
22050001,PEIXE,1,128000.0,22,PEIXE,TOCANTINS,ANA,SGB-CPRM,-12.0231,-48.5328,235.0,RIO TOCANTINS,1938-09-01,,Ativo,RHN,0
22100000,COLONHA,1,8720.0,22,PEIXE,TOCANTINS,ANA,SGB-CPRM,-12.3922,-48.7117,234.0,RIO SANTA TEREZA,1974-08-01,,Ativo,RHN,0
22140000,SÃO VALÉRIO,1,,22,SÃO VALÉRIO,TOCANTINS,SEMARH-TO,SEMARH-TO,-11.64,-48.3911,,RIO SÃO VALÉRIO,,,Ativo,RHN,0
22160000,GURUPI,1,3797.0,22,PEIXE,TOCANTINS,SEMARH-TO,SEMARH-TO,-11.8517,-48.8458,234.0,RIO SANTO ANTÔNIO,2006-09-01,,Ativo,RHN,0
22170000,RIO CRIXÁS,1,9040.0,22,BREJINHO DE NAZARÉ,TOCANTINS,SEMARH-TO,SEMARH-TO,-11.1306,-48.8003,,RIO CRIXÁS,2022-08-01,,Ativo,RHN,0
22186000,RIO MANUEL ALVES - PORTO ALEGRE,1,2266.85,22,DIANÓPOLIS,TOCANTINS,SEMARH-TO,SEMARH-TO,-11.8253,-47.1864,,RIO MANUEL ALVES,2017-02-01,,Ativo,RHN,0
22189995,PORTO ALEGRE DO TOCANTINS,1,,22,PORTO ALEGRE DO TOC,TOCANTINS,SEMARH-TO,SEMARH-TO,-11.6108,-47.0456,,RIO MANUEL ALVES,2024-12-01,,Ativo,RHN,0
22220000,PORTO JERÔNIMO - FAZ. PIRACICABA,1,10300.0,22,CHAPADA DA NATIVIDA,TOCANTINS,ANA,SGB-CPRM,-11.7586,-47.8367,282.0,RIO MANUEL ALVES,1974-07-01,,Ativo,RHN,0
22241000,RIO DO PEIXE - ALMAS,1,1789.33,22,ALMAS,TOCANTINS,SEMARH-TO,SEMARH-TO,-11.6667,-47.4392,333.0,RIO DO PEIXE,2019-11-01,,Ativo,RHN,0
22250000,FAZENDA LOBEIRA,1,14500.0,22,SÃO VALÉRIO,TOCANTINS,ANA,SGB-CPRM,-11.5328,-48.2886,230.0,RIO MANUEL ALVES,1969-08-01,,Ativo,RHN,0
22350200,UFT AGROTINS,1,,22,PALMAS,TOCANTINS,SEMARH-TO,SEMARH-TO,-10.4086,-48.3633,,RIO SÃO JOÃO,2024-05-01,,Ativo,RHN,0
22351500,RIBEIRÃO TAQUARUÇU GRANDE - PALMAS,1,153.0,22,PALMAS,TOCANTINS,SEMARH-TO,SEMARH-TO,-10.2906,-48.2797,,RIO TAQUARUÇU,2024-10-01,,Ativo,RHN,0
22420000,BARRA CÓRREGO BREJO COMPRIDO,1,,22,PALMAS,TOCANTINS,SEMARH-TO,SEMARH-TO,-10.18,-48.3544,,CÓRREGO BREJO COMPRIDO,2024-03-01,,Ativo,RHN,0
22511000,RIO PROVIDÊNCIA,1,1141.51,22,MIRANORTE,TOCANTINS,SEMARH-TO,SEMARH-TO,-9.5292,-48.6069,370.0,RIO PROVIDÊNCIA,2017-10-01,,Ativo,RHN,0
22670000,RIO NOVO,1,5581.0,22,MATEIROS,TOCANTINS,SEMARH-TO,SEMARH-TO,-10.5486,-46.7589,388.0,RIO NOVO,2017-02-01,,Ativo,RHN,0
22680000,JATOBÁ (FAZENDA BOA NOVA),1,16900.0,22,NOVO ACORDO,TOCANTINS,ANA,SGB-CPRM,-9.9953,-47.4725,200.0,RIO DO SONO,1973-06-01,,Ativo,RHN,0
22735056,PONTE ALTA,1,,22,PONTE ALTA DO TOCAN,TOCANTINS,SEMARH-TO,SEMARH-TO,-10.7406,-47.5361,,RIO PONTE ALTA,,,Ativo,RHN,0
22741000,RIO BALSAS,1,12151.0,22,NOVO ACORDO,TOCANTINS,SEMARH-TO,SEMARH-TO,-9.9919,-47.8197,,RIO DAS BALSAS,2014-10-01,,Ativo,RHN,0
22751000,RIO SONO - APARECIDA DO RIO NEGRO,1,,22,APARECIDA DO RIO NE,TOCANTINS,SEMARH-TO,SEMARH-TO,-9.8092,-47.885,,RIO DO SONO,2024-09-01,,Ativo,RHN,0
22850100,RIO PERDIDA,1,,22,RIO SONO,TOCANTINS,SEMARH-TO,SEMARH-TO,-9.3397,-47.8722,,RIO PERDIDA,2024-11-01,,Ativo,RHN,0
22900000,PORTO REAL,1,44100.0,22,PEDRO AFONSO,TOCANTINS,ANA,SGB-CPRM,-9.3069,-47.9292,200.0,RIO DO SONO,1969-08-01,,Ativo,RHN,0
23100000,TUPIRATINS,1,242000.0,23,TUPIRATINS,TOCANTINS,ANA,SGB-CPRM,-8.3917,-48.1114,125.0,RIO TOCANTINS,1969-08-01,,Ativo,RHN,0
23150010,RIO MANUEL ALVES PEQUENO - ITACAJÁ,1,2800.0,23,ITACAJÁ,TOCANTINS,SEMARH-TO,SEMARH-TO,-8.3917,-47.7661,,RIO MANUEL ALVES PEQUENO,2024-10-01,,Ativo,RHN,0
23219600,RIO MANUEL ALVES GRANDE - CAMPOS LINDOS,1,,23,CAMPOS LINDOS,TOCANTINS,SEMARH-TO,SEMARH-TO,-7.9528,-46.8097,,RIO MANUEL ALVES GRANDE,,,Ativo,RHN,0
23250000,GOIATINS,1,10100.0,23,GOIATINS,TOCANTINS,ANA,SGB-CPRM,-7.7078,-47.3117,189.0,RIO MANUEL ALVES GRANDE,1971-11-01,,Ativo,RHN,0
23700000,DESCARRETO,1,297000.0,23,ITAGUATINS,TOCANTINS,ANA,SGB-CPRM,-5.7894,-47.4689,114.1,RIO TOCANTINS,1973-05-01,,Ativo,RHN,0
23800495,RIO TOCANTINS - SÃO SEBASTIÃO DO TO,1,,23,SÃO SEBASTIÃO DO TO,TOCANTINS,SEMARH-TO,SEMARH-TO,-5.2544,-48.1983,,RIO TOCANTINS,2024-10-01,,Ativo,RHN,0
24500000,TESOURO,1,5280.0,24,TESOURO,MATO GROSSO,ANA,SGB-CPRM,-16.0778,-53.5481,391.0,RIO DAS GARÇAS,1966-07-01,,Ativo,RHN,0
24653000,RIO DAS GARÇAS,1,13400.0,24,BARRA DO GARÇAS,MATO GROSSO,SEMA-MT,SEMA-MT,-15.9022,-52.2772,294.0,CÓRREGO FUNDO,2011-08-01,,Ativo,RHN,0
24700000,BARRA DO GARÇAS,1,36800.0,24,ARAGARÇAS,GOIÁS,ANA,SGB-CPRM,-15.8914,-52.2278,,RIO ARAGUAIA,1967-12-01,,Ativo,RHN,0
24710000,SÍTIO ADRIANA  PONTAL DO ARAGUAIA - RIO DIAMANTINO,1,3666.0,24,PONTAL DO ARAGUAIA,MATO GROSSO,SEMA-MT,SEMA-MT,-16.1031,-52.4833,,RIO DIAMANTINO,2011-08-01,,Ativo,RHN,0
24800000,PERES,1,12000.0,24,ARAGARÇAS,GOIÁS,ANA,SGB-CPRM,-15.8897,-51.8528,,RIO CAIAPÓ,1971-11-01,,Ativo,RHN,0
24850000,ARAGUAIANA,1,50100.0,24,ARAGUAIANA,MATO GROSSO,ANA,SGB-CPRM,-15.7381,-51.8281,278.0,RIO ARAGUAIA,1974-04-01,,Ativo,RHN,0
24950000,MONTES CLAROS DE GOIÁS,1,10100.0,24,MONTES CLAROS DE GO,GOIÁS,ANA,SGB-CPRM,-15.9397,-51.3575,,RIO CLARO,1971-11-01,,Ativo,RHN,0
25090000,FAZENDA PACIÊNCIA,1,103.0,25,GOIÁS,GOIÁS,ANA,SGB-CPRM,-15.9147,-50.1278,,RIO VERMELHO,2002-10-01,,Ativo,RHN,0
25100000,BALNEÁRIO CACHOEIRA GRANDE,1,229.0,25,GOIÁS,GOIÁS,ANA,SGB-CPRM,-15.9222,-50.1717,474.0,RIO VERMELHO,1965-02-01,,Ativo,RHN,0
25130000,TRAVESSÃO,1,5310.0,25,MATRINCHÃ,GOIÁS,ANA,SGB-CPRM,-15.5358,-50.7047,,RIO VERMELHO,1974-06-01,,Ativo,RHN,0
25200000,ARUANÃ,1,76300.0,25,ARUANÃ,GOIÁS,ANA,SGB-CPRM,-14.9128,-51.0814,237.0,RIO ARAGUAIA,1969-10-01,,Ativo,RHN,0
25625000,COCALINHO - RIO ARAGUAIA,1,54300.0,25,COCALINHO,MATO GROSSO,SEMA-MT,SEMA-MT,-14.3978,-50.9947,242.0,RIO ARAGUAIA,,,Ativo,RHN,0
25700000,BANDEIRANTES,1,92300.0,25,NOVA CRIXÁS,GOIÁS,ANA,SGB-CPRM,-13.6897,-50.8,276.2,RIO ARAGUAIA,1974-07-01,,Ativo,RHN,0
26012750,COCALINHO - RIO CRISTALINO,1,2480.0,26,COCALINHO,MATO GROSSO,SEMA-MT,SEMA-MT,-14.085,-51.2939,236.0,RIO CRISTALINO,,,Ativo,RHN,0
26033900,ÁGUAS CLARAS,1,5369.0,26,PRIMAVERA DO LESTE,MATO GROSSO,SEMA-MT,SEMA-MT,-15.305,-54.1864,555.0,RIO DAS MORTES,2012-05-01,,Ativo,RHN,0
26034600,FAZENDA SUSPIRO III,1,2235.0,26,PRIMAVERA DO LESTE,MATO GROSSO,SEMA-MT,SEMA-MT,-15.2227,-53.9667,,RIO CUMBUCO,2011-08-01,,Ativo,RHN,0
26057000,CHÁCARA BOA VISTA,1,2882.0,26,NOVA XAVANTINA,MATO GROSSO,SEMA-MT,SEMA-MT,-14.5342,-52.3314,,CÓRREGO  ARAES (ou AREÕES),2011-08-01,,Ativo,RHN,0
26070000,FAZENDA SÃO JOÃO,1,1339.0,26,RIBEIRÃO CASCALHEIR,MATO GROSSO,SEMA-MT,SEMA-MT,-12.9192,-51.3303,,RIO SÃO JOÃO GRANDE,2011-08-01,,Ativo,RHN,0
26100000,XAVANTINA,1,25300.0,26,NOVA XAVANTINA,MATO GROSSO,ANA,SGB-CPRM,-14.6725,-52.355,266.0,RIO DAS MORTES,1969-01-01,,Ativo,RHN,0
26130000,FAZENDA RIO CORRENTES,1,2812.0,26,ARAGUAIANA,MATO GROSSO,SEMA-MT,SEMA-MT,-15.0892,-52.0492,,RIBEIRÃO ÍNSULA,2011-08-01,,Ativo,RHN,0
26150000,RIO PINDAÍBA,1,9390.0,26,NOVA XAVANTINA,MATO GROSSO,ANA,SGB-CPRM,-14.5997,-51.7197,281.0,RIO PINDAÍBA,1999-10-01,,Ativo,RHN,0
26310000,FAZENDA RANCHO ALTO,1,2225.0,26,BOM JESUS DO ARAGUA,MATO GROSSO,SEMA-MT,SEMA-MT,-12.3317,-51.3331,,RIO MURERE,2011-08-01,,Ativo,RHN,0
26350000,SÃO FÉLIX DO ARAGUAIA,1,194000.0,26,SÃO FÉLIX DO ARAGUA,MATO GROSSO,ANA,SGB-CPRM,-11.6181,-50.6625,226.0,RIO ARAGUAIA,1973-08-01,,Ativo,RHN,0
26500000,PORTO ALEGRE DO NORTE,1,3658.0,26,PORTO ALEGRE DO NOR,MATO GROSSO,SEMA-MT,SEMA-MT,-10.8733,-51.6286,,RIO TAPIRAPE,2011-08-01,,Ativo,RHN,0
26708000,RIO VERDE - RIOZINHO,1,,26,ARAGUAÇU,TOCANTINS,SEMARH-TO,SEMARH-TO,-12.6894,-50.2969,,RIO VERDE,,,Ativo,RHN,0
26708600,RIO VERDE - JAVAÉS,1,,26,SANDOLÂNDIA,TOCANTINS,SEMARH-TO,SEMARH-TO,-12.3975,-50.1444,,RIO JAVAÉS,,,Ativo,RHN,0
26709200,RIO ÁGUA FRIA - DORILÂNDIA,1,,26,SANDOLÂNDIA,TOCANTINS,SEMARH-TO,SEMARH-TO,-12.1964,-50.0344,,RIO ÁGUA FRIA,,,Ativo,RHN,0
26710000,BARREIRA DO PEQUI,1,8150.0,26,SANDOLÂNDIA,TOCANTINS,ANA,SGB-CPRM,-12.0986,-49.9481,108.0,RIO JAVAÉS,1985-04-01,,Ativo,RHN,0
26711000,FAZENDA COBRAPE,1,10500.0,26,FORMOSO DO ARAGUAIA,TOCANTINS,ANA,SGB-CPRM,-11.4644,-50.0078,,RIO JAVAÉS,2014-04-01,,Ativo,RHN,0
26713000,FAZENDA DOIS RIOS,1,13500.0,26,FORMOSO DO ARAGUAIA,TOCANTINS,ANA,SGB-CPRM,-10.8014,-49.9539,,RIO JAVAÉS,2021-06-01,,Ativo,RHN,0
26720001,PRAIA ALTA,1,6610.0,26,SANDOLÂNDIA,TOCANTINS,SEMARH-TO,SEMARH-TO,-12.4178,-49.5892,,RIO FORMOSO,2024-06-01,,Ativo,RHN,0
26721000,DORILÂNDIA,1,7140.0,26,SANDOLÂNDIA,TOCANTINS,SEMARH-TO,SEMARH-TO,-12.2125,-49.6628,,RIO FORMOSO,2016-10-01,,Ativo,RHN,0
26730000,PROJETO RIO FORMOSO,1,9040.0,26,FORMOSO DO ARAGUAIA,TOCANTINS,ANA,SGB-CPRM,-11.8392,-49.7711,192.0,RIO FORMOSO,2003-09-01,,Ativo,RHN,0
26751000,JUSANTE PROJETO RIO FORMOSO,1,20446.0,26,FORMOSO DO ARAGUAIA,TOCANTINS,SEMARH-TO,SEMARH-TO,-11.655,-49.6228,,RIO FORMOSO,2021-06-01,,Ativo,RHN,0
26790001,PONTE RIO DUERÉ,1,,26,ALIANÇA DO TOCANTIN,TOCANTINS,SEMARH-TO,SEMARH-TO,-11.3231,-49.2592,,RIO  DUERÉ,,,Ativo,RHN,0
26792000,FOZ RIO DUERÉ,1,2322.0,26,SANTA RITA DO TOCAN,TOCANTINS,SEMARH-TO,SEMARH-TO,-11.0066,-49.7703,,RIO  DUERÉ,2017-05-01,,Ativo,RHN,0
26795100,RIO URUBU - FAZENDA SÃO BENTO,1,1070.0,26,CRISTALÂNDIA,TOCANTINS,SEMARH-TO,SEMARH-TO,-10.7825,-49.4253,180.0,RIO URUBU GRANDE,2019-12-01,,Ativo,RHN,0
26795110,MONTANTE PONTE RIO PIUM,1,,26,PIUM,TOCANTINS,SEMARH-TO,SEMARH-TO,-10.4739,-49.4931,,RIO PIUM,2024-09-01,,Ativo,RHN,0
26795120,PONTE DO RIO PIUM,1,10103.0,26,CRISTALÂNDIA,TOCANTINS,SEMARH-TO,SEMARH-TO,-10.5036,-49.5942,,RIO PIUM,2023-08-01,,Ativo,RHN,0
26795140,JUSANTE PONTE RIO PIUM,1,5044.0,26,PIUM,TOCANTINS,SEMARH-TO,SEMARH-TO,-10.3903,-49.8167,,RIO PIUM,2023-08-01,,Ativo,RHN,0
26795200,MONTANTE EIXO PONTE RIO URUBU,1,2586.0,26,LAGOA DA CONFUSÃO,TOCANTINS,SEMARH-TO,SEMARH-TO,-10.8581,-49.6031,211.0,RIO URUBU GRANDE,2023-06-01,,Ativo,RHN,0
26795700,RIO URUBU - FAZENDA FORTALEZA,1,2586.0,26,LAGOA DA CONFUSÃO,TOCANTINS,SEMARH-TO,SEMARH-TO,-10.8636,-49.6756,370.0,RIO URUBU GRANDE,2018-07-01,,Ativo,RHN,0
26795800,PONTE RIO XAVANTE,1,,26,FORMOSO DO ARAGUAIA,TOCANTINS,SEMARH-TO,SEMARH-TO,-11.6896,-49.4916,,RIO XAVANTES,2023-10-01,,Ativo,RHN,0
26796000,FOZ RIO XAVANTE,1,2918.0,26,DUERÉ,TOCANTINS,SEMARH-TO,SEMARH-TO,-11.4013,-49.656,,RIO XAVANTES,2017-07-01,,Ativo,RHN,0
26798000,RIO FORMOSO,1,12744.0,26,DUERÉ,TOCANTINS,SEMARH-TO,SEMARH-TO,-11.3811,-49.6819,,RIO FORMOSO,2016-10-01,,Ativo,RHN,0
26798100,RIO FORMOSO LOROTI,1,20446.0,26,DUERÉ,TOCANTINS,SEMARH-TO,SEMARH-TO,-11.2033,-49.7572,,RIO FORMOSO,2021-10-01,,Ativo,RHN,0
26798500,JUSANTE EIXO TARTARUGA RIO URUBU,1,,26,LAGOA DA CONFUSÃO,TOCANTINS,SEMARH-TO,SEMARH-TO,-10.8408,-49.7567,,RIO URUBU GRANDE,2016-08-01,,Ativo,RHN,0
26799000,FOZ RIO FORMOSO,1,20446.0,26,LAGOA DA CONFUSÃO,TOCANTINS,SEMARH-TO,SEMARH-TO,-10.5833,-49.9297,,RIO FORMOSO,2016-08-01,,Ativo,RHN,0
26800000,BARREIRA DA CRUZ,1,35800.0,26,PIUM,TOCANTINS,ANA,SGB-CPRM,-10.5647,-49.9342,220.0,RIO JAVAÉS,1969-09-01,,Ativo,RHN,0
26840000,RIO RIOZINHO,1,,26,PIUM,TOCANTINS,SEMARH-TO,SEMARH-TO,-10.325,-49.6011,,RIO RIOZINHO,,,Ativo,RHN,0
27110000,RIO DO COCO,1,6370.0,27,CASEARA,TOCANTINS,ANA,SGB-CPRM,-9.5003,-49.9831,172.0,RIO DO COCO,1999-08-01,,Ativo,RHN,0
27300900,RIO CAIAPÓ - FAZ GRUPO AGROPAULO,1,4783.16,27,ARAGUACEMA,TOCANTINS,SEMARH-TO,SEMARH-TO,-9.1261,-49.7431,370.0,RIO CAIAPÓ,2018-10-01,,Ativo,RHN,0
27320000,ARAGUACEMA (CHACARA ARAGUAIA),1,319000.0,27,ARAGUACEMA,TOCANTINS,ANA,SGB-CPRM,-8.8033,-49.555,168.0,RIO ARAGUAIA,1974-08-01,,Ativo,RHN,0
